220117256990031 0.0024
220117430470956 0.0029
220117603681150 0.0025
220117776859025 0.0029
220117949991338 0.0023
220118123200012 0.0024
220118296365100 0.0030
220118469612211 0.0023
220118642815755 0.0029
220118815920157 0.0022
220118989140839 0.0030
220119162347841 0.0022
220119335474302 0.0028
220119508712065 0.0023
220119681904684 0.0028
220119855039923 0.0028
220120028002034 0.0023
220120201433236 0.0028
220120374551717 0.0026
220120547866715 0.0041
220120721151218 0.0035
220120894188398 0.0047
220121067412196 0.0055
220121240478712 0.0066
220121413755482 0.0059
220121586943275 0.0065
220121760198860 0.0067
220121932699214 0.0060
220122106016701 0.0066
220122279631025 0.0062
220122452864342 0.0066
220122626111529 0.0061
220122799180306 0.0066
220122972554489 0.0060
220123145545461 0.0066
220123318734147 0.0060
220123491938698 0.0066
220123665108346 0.0067
220123838287152 0.0063
220124011623506 0.0067
220124184917072 0.0061
220124357875839 0.0066
220124531088047 0.0061
220124704219353 0.0067
220124877491145 0.0061
220125050873726 0.0065
220125223736866 0.0060
220125397017322 0.0060
220125569865547 0.0067
220125743318143 0.0061
220125916566812 0.0067
220126089746606 0.0062
220126262880097 0.0067
220126436125042 0.0061
220126609219108 0.0067
220126782496239 0.0060
220126955678693 0.0067
220127128903574 0.0061
220127302043791 0.0061
220127474929351 0.0066
220127648359413 0.0062
220127821641275 0.0067
220127994818143 0.0061
220128167920683 0.0066
220128341128160 0.0061
220128514287909 0.0067
220128687476196 0.0062
220128860714890 0.0067
220129033845854 0.0061
220129207039404 0.0061
220129380270346 0.0066
220129553396180 0.0060
220129726708252 0.0067
220129899832737 0.0061
220130072958875 0.0067
220130246284285 0.0061
220130419380289 0.0067
220130592504717 0.0061
220130765750479 0.0067
220130938946727 0.0067
220131111823205 0.0061
220131285349787 0.0068
220131458399165 0.0062
220131631656764 0.0066
220131804956201 0.0061
220131977990037 0.0067
220132151176348 0.0060
220132324513348 0.0068
220132497543916 0.0061
220132670789697 0.0068
220132843940250 0.0067
220133017103229 0.0060
220133190345248 0.0068
220133363616242 0.0061
220133536705748 0.0068
220133709966368 0.0061
220133883029255 0.0068
220134056216763 0.0062
220134229481525 0.0067
220134402628240 0.0061
220134575790991 0.0067
220134749013972 0.0066
220134922173170 0.0061
220135095378937 0.0068
220135268576933 0.0062
220135441753383 0.0067
220135614932683 0.0062
220135788115821 0.0067
220135961213345 0.0060
220136134492452 0.0068
220136307654386 0.0062
220136480913847 0.0063
220136653714857 0.0068
220136827195896 0.0062
220137000412645 0.0066
220137173585048 0.0062
220137346814641 0.0067
220137519974694 0.0061
220137693069862 0.0067
220137866345492 0.0060
220138039473777 0.0038
220138212647662 0.0023
220138385915426 0.0024
220138558763613 0.0031
220138732210129 0.0025
220138905451711 0.0030
220139078544466 0.0025
220139251828399 0.0030
220139425009979 0.0024
220139598229616 0.0030
220139771374963 0.0024
220139944528803 0.0031
220140117694556 0.0022
220140290939957 0.0023
220140464127940 0.0030
220140637251703 0.0023
220140810450079 0.0029
220140983696126 0.0022
