270580565326134 0.0035
270580738607768 0.0028
270580911739454 0.0034
270581084944689 0.0027
270581258202231 0.0035
270581431253110 0.0028
270581604533395 0.0034
270581777716533 0.0027
270581950838833 0.0033
270582124121246 0.0028
270582297013019 0.0027
270582470396531 0.0035
270582643640944 0.0028
270582816768545 0.0034
270582989957288 0.0027
270583163233906 0.0034
270583336376707 0.0028
270583509500926 0.0034
270583682714141 0.0028
270583855876094 0.0042
270584029129494 0.0050
270584202061053 0.0055
270584375439283 0.0064
270584548644404 0.0058
270584721875270 0.0064
270584894992706 0.0059
270585068223971 0.0066
270585241422993 0.0060
270585415146130 0.0065
270585587786742 0.0059
270585760916110 0.0065
270585934065466 0.0064
270586107092196 0.0059
270586280512967 0.0063
270586453710222 0.0058
270586626899687 0.0064
270586800034527 0.0058
270586973268072 0.0063
270587146461375 0.0059
270587319656540 0.0064
270587492828639 0.0059
270587665982042 0.0065
270587838867298 0.0066
270588012373208 0.0059
270588185553287 0.0064
270588358690559 0.0058
270588531948177 0.0065
270588705060597 0.0056
270588878259258 0.0064
270589051455316 0.0059
270589224619834 0.0064
270589397858965 0.0059
270589571125931 0.0058
270589743899068 0.0066
270589917393198 0.0059
270590090597673 0.0065
270590263740455 0.0059
270590436994121 0.0065
270590610195081 0.0058
270590783251071 0.0066
270590956525276 0.0060
270591129657570 0.0065
270591302837117 0.0059
270591476081112 0.0059
270591649225395 0.0065
270591822393694 0.0059
270591995638202 0.0064
270592168731793 0.0058
270592342092011 0.0064
270592515239182 0.0059
270592688380634 0.0065
270592861564684 0.0059
270593034956062 0.0066
270593207876240 0.0058
270593381114179 0.0059
270593554336680 0.0065
270593727435838 0.0058
270593900638793 0.0065
270594073841349 0.0058
270594246989717 0.0066
270594420222597 0.0060
270594593355955 0.0065
270594766548764 0.0060
270594939783506 0.0064
270595112959652 0.0065
270595285847321 0.0059
270595459339798 0.0065
270595632466886 0.0058
270595805801321 0.0064
270595978891568 0.0059
270596151988560 0.0065
270596325300499 0.0060
270596498766148 0.0066
270596671614221 0.0058
270596844825726 0.0067
270597017910596 0.0065
270597190862086 0.0059
270597364520110 0.0065
270597537498086 0.0060
270597710693593 0.0066
270597884106061 0.0058
270598057059641 0.0064
270598230299209 0.0058
270598403457001 0.0064
270598576613406 0.0058
270598749857914 0.0063
270598922823939 0.0064
270599096165594 0.0058
270599269412135 0.0065
270599442593278 0.0059
270599615729942 0.0063
270599788998713 0.0058
270599962111019 0.0063
270600135249716 0.0059
270600308534523 0.0065
270600481654125 0.0060
270600654902148 0.0028
270600827811097 0.0034
270601001222900 0.0028
270601174475217 0.0034
270601347633655 0.0029
270601520728538 0.0033
270601694009165 0.0027
270601867228422 0.0034
270602040392712 0.0029
270602213564108 0.0034
270602386691386 0.0028
270602559878894 0.0028
270602733117778 0.0032
270602906662486 0.0028
270603079470925 0.0035
270603252684710 0.0029
270603425841514 0.0035
270603599099094 0.0028
